,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,Artist
0,Breath of Love: Last Piece,1,0pDh5dMblZFw7bXRsbekZ1,Breath,spotify:track:0pDh5dMblZFw7bXRsbekZ1,0.109,0.724,0.846,0.0,0.0958,-3.785,0.0538,129.959,0.64,55,GOT7
1,Breath of Love: Last Piece,2,6xrjIHbm6ga5J8HhOS2Rmn,LAST PIECE,spotify:track:6xrjIHbm6ga5J8HhOS2Rmn,0.0324,0.715,0.866,0.0,0.109,-5.505,0.148,98.034,0.688,57,GOT7
2,Breath of Love: Last Piece,3,04YPwOU37XTnzrPTltJz1B,Born Ready,spotify:track:04YPwOU37XTnzrPTltJz1B,0.128,0.839,0.564,0.0,0.241,-7.282,0.0614,124.04,0.515,45,GOT7
3,Breath of Love: Last Piece,4,64vGGXR2JO75ngSyAsvb8d,SPECIAL,spotify:track:64vGGXR2JO75ngSyAsvb8d,0.103,0.761,0.724,0.0,0.0378,-4.569,0.105,90.014,0.883,46,GOT7
4,Breath of Love: Last Piece,5,6oEgj9nOyX7mqEbgP6bKBH,WAVE,spotify:track:6oEgj9nOyX7mqEbgP6bKBH,0.0671,0.547,0.616,0.0,0.357,-5.537,0.0843,154.802,0.418,47,GOT7
5,Breath of Love: Last Piece,6,0nC5ebLXfpgOKOw05joNkq,Waiting For You,spotify:track:0nC5ebLXfpgOKOw05joNkq,0.208,0.625,0.622,8.2e-05,0.17,-6.279,0.0342,146.048,0.279,45,GOT7
6,Breath of Love: Last Piece,7,72CFnNVdYSWvH70PkovdM2,"Thank You, Sorry",spotify:track:72CFnNVdYSWvH70PkovdM2,0.257,0.649,0.528,0.0,0.0987,-7.262,0.0431,80.016,0.496,46,GOT7
7,Breath of Love: Last Piece,8,1hcdSZ6FasEAByx6BrjGXY,1+1,spotify:track:1hcdSZ6FasEAByx6BrjGXY,0.141,0.717,0.863,3.94e-06,0.218,-6.263,0.0486,144.016,0.82,46,GOT7
8,Breath of Love: Last Piece,9,2Efpgql2LGwTC3TGEed2ol,I Mean It,spotify:track:2Efpgql2LGwTC3TGEed2ol,0.00807,0.855,0.809,0.000747,0.293,-4.973,0.0639,123.999,0.667,45,GOT7
9,Breath of Love: Last Piece,10,7JkWbwxCqmm913MgcxIozF,We Are Young,spotify:track:7JkWbwxCqmm913MgcxIozF,0.254,0.786,0.639,0.0,0.116,-5.313,0.0584,140.011,0.724,45,GOT7
29,Love Loop,1,63XFgN7jJH5RZW0zHy3i7h,LOVE LOOP,spotify:track:63XFgN7jJH5RZW0zHy3i7h,0.141,0.577,0.695,0.0,0.264,-4.008,0.034,128.024,0.229,44,GOT7
30,Love Loop,2,78TX9OaJQrhDDmRdEXAuyD,YOUR SPACE,spotify:track:78TX9OaJQrhDDmRdEXAuyD,0.0177,0.703,0.727,0.0,0.107,-5.106,0.202,150.035,0.322,30,GOT7
31,Love Loop,3,3UFrb2qBvZcvqWHdHYTf1h,備忘録,spotify:track:3UFrb2qBvZcvqWHdHYTf1h,0.0955,0.847,0.678,0.0,0.082,-4.566,0.0831,110.024,0.583,30,GOT7
32,Love Loop,4,6y0QfCYgK1dDzJotwMVY4y,KARMA,spotify:track:6y0QfCYgK1dDzJotwMVY4y,0.25,0.599,0.664,3.17e-05,0.0764,-7.103,0.0739,179.89,0.55,31,GOT7
33,Love Loop,5,5qH7P3weadAns1MeUmLpIH,DRUNK,spotify:track:5qH7P3weadAns1MeUmLpIH,0.0998,0.708,0.766,0.0,0.0449,-5.577,0.042,109.984,0.685,29,GOT7
34,Love Loop,6,5eLHvee7rYoMHpvClrOG9l,#SUMMERVIBES,spotify:track:5eLHvee7rYoMHpvClrOG9l,0.119,0.806,0.651,0.0,0.142,-4.346,0.0553,120.011,0.496,29,GOT7
35,Love Loop,7,4mGNltBSdlU4FScrQdv50S,REMEMBER ME,spotify:track:4mGNltBSdlU4FScrQdv50S,0.00985,0.701,0.615,6.64e-05,0.0988,-5.717,0.0346,92.987,0.339,29,GOT7
36,Love Loop,8,7M0p6IED6ZA3aqmO9NJY6u,SUPERMAN,spotify:track:7M0p6IED6ZA3aqmO9NJY6u,0.0504,0.614,0.45,0.0,0.113,-5.455,0.0258,93.001,0.145,35,GOT7
37,Love Loop,9,2tvlYZ4ugOGpqQQzA5xOHu,LOVE LOOP (Instrumental),spotify:track:2tvlYZ4ugOGpqQQzA5xOHu,0.00122,0.568,0.7,0.697,0.223,-6.773,0.0275,128.033,0.0834,18,GOT7
38,I Won't Let You Go (Complete Edition),1,7MbapO3ZrXWMm4dCJDchlt,I WON'T LET YOU GO,spotify:track:7MbapO3ZrXWMm4dCJDchlt,0.0728,0.669,0.89,0.0,0.0797,-1.844,0.0457,100.043,0.432,44,GOT7
39,I Won't Let You Go (Complete Edition),2,0GrJHL8wfU6TCS7iRhGlZM,NEVER ENDING STORY,spotify:track:0GrJHL8wfU6TCS7iRhGlZM,0.217,0.68,0.847,0.0,0.0733,-2.177,0.051,106.051,0.476,38,GOT7
40,I Won't Let You Go (Complete Edition),3,4IAXVS8vOGoY89nWAAe1OH,ZERO,spotify:track:4IAXVS8vOGoY89nWAAe1OH,0.0196,0.578,0.92,0.0,0.123,-4.044,0.162,100.015,0.651,36,GOT7
41,I Won't Let You Go (Complete Edition),4,1jJrOj07b8AgaOVKxWX6rF,SEESAW,spotify:track:1jJrOj07b8AgaOVKxWX6rF,0.0543,0.665,0.688,0.0,0.134,-3.856,0.0273,93.022,0.519,38,GOT7
42,I Won't Let You Go (Complete Edition),5,4wh0WRxgUNmlcumi5NC8Gr,REBORN,spotify:track:4wh0WRxgUNmlcumi5NC8Gr,0.23,0.672,0.56,0.0,0.121,-5.374,0.0399,138.04,0.25,31,GOT7
43,I Won't Let You Go (Complete Edition),6,0w7kly3njndx9OpxhnbNeJ,COLD,spotify:track:0w7kly3njndx9OpxhnbNeJ,0.00382,0.662,0.762,0.00698,0.117,-7.197,0.064,164.096,0.76,31,GOT7
44,I Won't Let You Go (Complete Edition),7,2Ny6mqaPLEhCS1bJvo7YKE,25,spotify:track:2Ny6mqaPLEhCS1bJvo7YKE,0.0167,0.696,0.858,0.0,0.653,-4.198,0.0546,99.981,0.553,36,GOT7
45,I Won't Let You Go (Complete Edition),8,3dKc99CYkqUTrZdP4UIKxK,I WON'T LET YOU GO (Reggaeton Remix),spotify:track:3dKc99CYkqUTrZdP4UIKxK,0.000193,0.653,0.84,8.82e-05,0.307,-4.01,0.0337,100.022,0.222,23,GOT7
46,I Won't Let You Go (Complete Edition),9,0lPYCQPVBPuLnlvAtHpi92,I WON'T LET YOU GO (Instrumental),spotify:track:0lPYCQPVBPuLnlvAtHpi92,0.0013,0.593,0.923,0.608,0.0667,-3.654,0.0306,99.998,0.308,20,GOT7
56,&ME Edition,1,1yG6zmlUw5Zxxje3nBIjlu,Miracle,spotify:track:1yG6zmlUw5Zxxje3nBIjlu,0.808,0.398,0.34,0.0,0.109,-7.209,0.0299,173.452,0.464,50,GOT7
57,&ME Edition,2,1BR9Y1N9OLNMqEGcKAdy0K,Take Me To You,spotify:track:1BR9Y1N9OLNMqEGcKAdy0K,0.519,0.708,0.693,0.0,0.108,-4.427,0.0408,124.88,0.469,44,GOT7
58,&ME Edition,3,7owtO9ZBTqTggJojaTKEkE,안 보여 Come On,spotify:track:7owtO9ZBTqTggJojaTKEkE,0.26,0.76,0.673,0.0,0.167,-3.487,0.0426,140.032,0.81,45,GOT7
59,&ME Edition,4,5vUyOyf1JRJglgkO8YwScG,잘 지내야해 1:31AM,spotify:track:5vUyOyf1JRJglgkO8YwScG,0.16,0.591,0.565,0.0,0.103,-5.184,0.0423,139.758,0.137,44,GOT7
60,&ME Edition,5,4FvleEiBzOIsG5Ksjg2mfk,Higher,spotify:track:4FvleEiBzOIsG5Ksjg2mfk,0.0224,0.65,0.891,0.000167,0.122,-2.879,0.0906,130.099,0.517,36,GOT7
61,&ME Edition,6,57j3MR97m3pY6gFdzv8nrs,I Love It,spotify:track:57j3MR97m3pY6gFdzv8nrs,0.0371,0.796,0.605,0.0,0.115,-5.992,0.075,140.031,0.456,33,GOT7
62,&ME Edition,7,2A27zEZagIqtgpzLtnmjbb,WOLO,spotify:track:2A27zEZagIqtgpzLtnmjbb,0.00207,0.588,0.85,0.0,0.428,-3.49,0.256,150.022,0.667,36,GOT7
63,&ME Edition,8,7cst48ixgIYEvdmIaCMoIm,King,spotify:track:7cst48ixgIYEvdmIaCMoIm,0.000608,0.472,0.616,0.000659,0.0919,-5.795,0.0542,129.505,0.422,39,GOT7
64,&ME Edition,9,4EPSCgvJCYlw563M1UqZxQ,Think About It,spotify:track:4EPSCgvJCYlw563M1UqZxQ,0.233,0.782,0.579,0.0,0.302,-4.896,0.0562,115.073,0.4,37,GOT7
65,&ME Edition,10,1ZM75OgbDpCxACUufAKVvE,이젠 From Now,spotify:track:1ZM75OgbDpCxACUufAKVvE,0.384,0.71,0.493,0.0,0.124,-5.292,0.131,98.001,0.176,35,GOT7
66,&ME Edition,11,6gmQfEMsjSrUha5B2aTr2Y,Hunger,spotify:track:6gmQfEMsjSrUha5B2aTr2Y,0.0462,0.745,0.836,2.95e-06,0.194,-6.277,0.269,140.044,0.382,30,GOT7
67,&ME Edition,12,5DW7fPdFZVcayLhHCADNKa,Phoenix,spotify:track:5DW7fPdFZVcayLhHCADNKa,0.0553,0.927,0.902,0.0,0.329,-3.315,0.203,124.0,0.764,32,GOT7
80,&ME Edition,25,7MfJtG2dnKJXnVV4oece7v,Lullaby - English.Ver,spotify:track:7MfJtG2dnKJXnVV4oece7v,0.00601,0.724,0.901,0.0,0.131,-2.919,0.1,129.973,0.613,26,GOT7
81,&ME Edition,26,6YVz2RKc6dzd8VGMlFElHk,Lullaby - Chinese.Ver,spotify:track:6YVz2RKc6dzd8VGMlFElHk,0.0103,0.73,0.907,0.0,0.108,-2.759,0.124,130.021,0.552,19,GOT7
82,&ME Edition,27,1LH2jPx3VR7tTSvFwB5bD8,Lullaby - Spanish.Ver,spotify:track:1LH2jPx3VR7tTSvFwB5bD8,0.00806,0.746,0.92,0.0,0.0917,-2.394,0.148,130.04,0.638,24,GOT7
84,Present : YOU,1,2iXvnjL5CH66UpnGjXHDmZ,Lullaby,spotify:track:2iXvnjL5CH66UpnGjXHDmZ,0.015,0.727,0.888,0.0,0.113,-2.756,0.0881,129.993,0.726,57,GOT7
85,Present : YOU,2,7BALO7SHArF0ylpJ0dno5x,Enough,spotify:track:7BALO7SHArF0ylpJ0dno5x,0.104,0.733,0.87,0.0,0.189,-1.842,0.041,126.995,0.482,35,GOT7
86,Present : YOU,3,2E2bFthdXWisDc8PC75rZt,지켜줄게 Save You,spotify:track:2E2bFthdXWisDc8PC75rZt,0.159,0.735,0.953,0.0,0.337,-1.787,0.0513,104.945,0.524,39,GOT7
87,Present : YOU,4,4QHs3gzvQ0vOMRH5cBxBWY,No One Else,spotify:track:4QHs3gzvQ0vOMRH5cBxBWY,0.372,0.75,0.769,0.0,0.159,-3.854,0.0755,124.964,0.35,38,GOT7
88,Present : YOU,5,0sTfJY7Ij9idnH7plzxkkS,I Am Me,spotify:track:0sTfJY7Ij9idnH7plzxkkS,0.0519,0.697,0.721,3.01e-06,0.172,-4.911,0.0462,135.02,0.332,43,GOT7
89,Present : YOU,6,74pFS2LJmnYm7GckBLSVOJ,Sunrise,spotify:track:74pFS2LJmnYm7GckBLSVOJ,0.691,0.603,0.541,0.0,0.0979,-4.732,0.0865,138.086,0.465,44,GOT7
90,Present : YOU,7,1183GPHs7Sovg29p4ym8rP,OMW,spotify:track:1183GPHs7Sovg29p4ym8rP,0.28,0.724,0.798,1.99e-06,0.17,-4.865,0.0853,81.995,0.53,39,GOT7
